Orders,Total_Spend,Avg_Order_Value,Total_Items,First_Purchase,Last_Purchase,Unique_Products,Customer_Lifetime_Days,Recency_Days,Customer_Type
1,110.46,15.78,90,2023-11-18 10:42:00,2023-11-18 10:42:00,7,0,21,Regular
1,116.01,12.89,103,2023-04-14 18:02:00,2023-04-14 18:02:00,9,0,238,At Risk
2,2794.51,24.51,1196,2023-01-13 15:34:00,2023-11-18 13:30:00,111,308,20,High Value
4,1425.67,5.26,876,2023-02-14 15:15:00,2023-10-20 15:57:00,247,248,49,Regular
2,698.41,26.86,459,2023-05-06 09:14:00,2023-10-24 13:36:00,26,171,45,Regular
2,272.04,15.11,228,2023-06-01 12:46:00,2023-10-21 09:56:00,16,141,49,Regular
3,2720.63,16.39,1628,2023-09-22 15:40:00,2023-11-29 12:47:00,159,67,10,High Value
3,1837.28,26.25,1586,2023-05-22 10:39:00,2023-10-28 09:29:00,59,158,42,Regular
3,2103.06,11.68,766,2023-03-23 12:15:00,2023-07-14 17:11:00,173,113,147,High Value
3,1174.58,22.16,311,2023-09-19 12:01:00,2023-11-16 11:52:00,47,57,23,Regular
2,804.02,17.11,511,2023-06-06 13:18:00,2023-08-09 10:19:00,39,63,122,Regular
1,205.48,5.55,113,2023-02-09 15:33:00,2023-02-09 15:33:00,36,0,302,At Risk
2,1135.04,28.38,611,2023-06-12 13:04:00,2023-08-23 14:55:00,30,72,107,Regular
3,1126.85,18.78,648,2023-01-25 15:13:00,2023-09-22 16:34:00,57,240,77,Regular
4,4067.29,21.29,1553,2023-06-05 15:37:00,2023-11-17 13:46:00,118,164,21,High Value
2,416.08,18.91,216,2023-02-17 13:57:00,2023-07-05 12:11:00,17,137,157,Regular
3,1213.16,19.89,1468,2023-04-01 11:48:00,2023-11-14 09:00:00,59,226,25,Regular
11,3883.25,16.39,2749,2023-03-09 15:20:00,2023-12-08 10:26:00,145,273,1,VIP
2,503.76,16.25,405,2023-08-19 14:39:00,2023-11-16 15:34:00,31,89,22,Regular
4,915.13,22.88,355,2023-08-26 14:40:00,2023-12-07 09:53:00,27,102,2,Regular
2,665.78,7.4,693,2023-02-06 14:46:00,2023-07-03 15:53:00,80,147,158,Regular
1,329.65,36.63,174,2023-07-20 11:07:00,2023-07-20 11:07:00,9,0,142,Regular
3,529.62,88.27,179,2023-05-18 14:42:00,2023-09-02 15:20:00,6,107,97,Regular
1,226.21,16.16,133,2023-03-21 08:18:00,2023-03-21 08:18:00,14,0,263,At Risk
10,2588.77,18.36,1221,2022-12-09 08:34:00,2023-12-01 11:12:00,99,357,8,VIP
1,236.26,19.69,111,2023-06-13 11:33:00,2023-06-13 11:33:00,12,0,179,At Risk
1,170.32,15.48,232,2023-11-20 14:17:00,2023-11-20 14:17:00,11,0,18,Regular
2,396.48,8.09,223,2023-11-06 14:50:00,2023-12-07 17:05:00,42,31,1,Regular
2,529.41,17.08,260,2023-04-21 11:59:00,2023-11-23 09:41:00,31,215,16,Regular
9,1843.83,9.36,669,2022-12-14 11:01:00,2023-11-08 12:29:00,161,329,31,Frequent
1,296.7,21.19,136,2023-06-02 19:17:00,2023-06-02 19:17:00,14,0,189,At Risk
1,848.55,22.33,508,2023-12-09 12:16:00,2023-12-09 12:16:00,38,0,0,Regular
1,364.6,26.04,197,2023-02-01 13:10:00,2023-02-01 13:10:00,14,0,310,At Risk
4,594.52,3.52,338,2023-10-02 13:01:00,2023-12-04 11:24:00,123,62,5,Regular
2,511.36,23.24,300,2023-02-24 11:42:00,2023-04-15 08:45:00,21,49,238,At Risk
2,779.57,18.13,368,2023-01-06 14:26:00,2023-01-28 13:37:00,38,21,314,At Risk
2,618.09,17.66,371,2022-12-15 14:00:00,2023-11-18 10:05:00,34,337,21,Regular
4,322.41,21.49,157,2023-06-13 10:10:00,2023-09-25 14:36:00,10,104,74,Regular
1,228.8,25.42,110,2023-05-31 13:45:00,2023-05-31 13:45:00,9,0,191,At Risk
4,1113.02,23.19,554,2023-03-01 12:26:00,2023-10-12 12:30:00,43,225,58,Regular
1,106.2,106.2,36,2022-12-02 11:23:00,2022-12-02 11:23:00,1,0,372,At Risk
8,4331.48,26.25,2632,2022-12-02 15:18:00,2023-12-02 15:48:00,110,365,6,VIP
6,939.32,19.99,741,2022-12-06 11:16:00,2023-11-21 10:51:00,28,349,18,Frequent
2,422.64,20.13,266,2023-01-11 08:45:00,2023-10-10 11:20:00,21,272,60,Regular
1,585.12,10.27,232,2023-05-20 13:14:00,2023-05-20 13:14:00,56,0,202,At Risk
2,322.96,9.79,154,2023-02-07 12:24:00,2023-07-08 17:19:00,33,151,153,Regular
3,564.62,20.91,354,2023-02-02 12:54:00,2023-11-16 09:44:00,25,286,23,Regular
2,245.81,4.55,287,2023-01-20 14:13:00,2023-10-14 11:43:00,51,266,56,Regular
1,393.49,18.74,406,2023-02-04 11:52:00,2023-02-04 11:52:00,21,0,308,At Risk
3,1132.14,30.6,307,2023-05-03 12:03:00,2023-11-21 15:33:00,29,202,17,Regular
18,7354.62,75.82,1257,2022-12-05 10:12:00,2023-11-20 10:11:00,43,349,19,VIP
1,157.92,4.27,75,2022-12-12 13:47:00,2022-12-12 13:47:00,32,0,361,At Risk
1,612.29,17.49,462,2023-08-19 10:51:00,2023-08-19 10:51:00,35,0,112,Regular
1,25.5,25.5,2,2023-07-28 19:13:00,2023-07-28 19:13:00,1,0,133,Regular
1,339.6,11.32,125,2023-05-23 16:32:00,2023-05-23 16:32:00,29,0,199,At Risk
1,205.25,22.81,47,2023-11-15 10:48:00,2023-11-15 10:48:00,9,0,24,Regular
1,516.42,39.72,254,2023-03-11 14:52:00,2023-03-11 14:52:00,13,0,272,At Risk
1,183.02,5.08,179,2023-11-25 12:20:00,2023-11-25 12:20:00,35,0,14,Regular
21,5579.1,17.22,3584,2022-12-01 09:37:00,2023-12-02 12:26:00,148,366,7,VIP
5,1651.03,75.05,833,2022-12-17 12:43:00,2023-12-06 16:32:00,18,354,2,Regular
8,1906.09,9.16,1532,2022-12-02 16:00:00,2023-11-24 10:24:00,140,356,15,Frequent
1,171.45,19.05,75,2023-05-19 10:43:00,2023-05-19 10:43:00,9,0,204,At Risk
13,4730.81,21.03,5001,2022-12-06 12:59:00,2023-11-22 13:28:00,96,351,16,VIP
1,325.1,54.18,50,2023-03-08 10:33:00,2023-03-08 10:33:00,6,0,276,At Risk
5,2720.8,23.25,1831,2022-12-02 15:55:00,2023-11-13 11:20:00,96,345,26,High Value
1,679.68,16.18,416,2023-09-15 09:34:00,2023-09-15 09:34:00,42,0,85,Regular
2,9864.26,145.06,4283,2023-05-12 14:46:00,2023-05-12 14:52:00,68,0,210,At Risk
4,2726.23,19.76,1451,2023-01-16 16:25:00,2023-09-12 16:12:00,107,238,87,High Value
1,177.31,16.12,96,2023-11-18 11:10:00,2023-11-18 11:10:00,11,0,21,Regular
1,499.32,26.28,144,2023-10-10 08:23:00,2023-10-10 08:23:00,19,0,60,Regular
4,1060.56,19.28,321,2023-08-15 14:32:00,2023-10-07 10:09:00,50,52,63,Regular
1,196.94,17.9,79,2023-11-22 16:24:00,2023-11-22 16:24:00,11,0,16,Regular
23,15610.39,74.34,3756,2022-12-08 12:49:00,2023-12-09 10:20:00,52,365,0,VIP
1,255.9,21.32,205,2023-10-24 10:08:00,2023-10-24 10:08:00,12,0,46,Regular
3,982.42,33.88,680,2023-02-11 10:38:00,2023-08-04 10:44:00,27,174,127,Regular
12,18895.91,68.96,8437,2022-12-10 10:56:00,2023-11-16 11:59:00,109,341,23,VIP
11,3170.98,19.22,1563,2023-04-08 08:48:00,2023-11-08 14:27:00,123,214,30,VIP
1,39.12,19.56,72,2023-06-03 15:03:00,2023-06-03 15:03:00,2,0,188,At Risk
4,775.96,9.02,214,2023-06-08 10:14:00,2023-11-23 17:19:00,59,168,15,Regular
3,408.59,3.68,270,2023-06-15 14:26:00,2023-08-03 12:58:00,100,48,127,Regular
3,797.96,15.65,429,2023-04-21 12:12:00,2023-11-28 14:01:00,50,221,10,Regular
3,653.38,17.19,310,2023-03-29 13:04:00,2023-08-17 09:48:00,30,140,114,Regular
2,574.07,6.68,416,2023-01-25 13:15:00,2023-10-04 12:51:00,77,251,65,Regular
3,1396.99,20.54,581,2023-02-01 13:36:00,2023-05-24 12:12:00,55,111,199,At Risk
1,439.56,19.11,161,2023-10-07 09:30:00,2023-10-07 09:30:00,23,0,63,Regular
1,358.56,358.56,144,2023-07-15 12:58:00,2023-07-15 12:58:00,1,0,146,Regular
3,980.31,25.8,409,2023-05-06 15:13:00,2023-11-06 14:35:00,29,183,32,Regular
6,1454.58,18.41,1021,2023-02-21 12:29:00,2023-11-02 12:04:00,57,253,37,Frequent
1,82.75,6.9,41,2023-09-05 15:20:00,2023-09-05 15:20:00,11,0,94,Regular
5,1662.3,69.26,670,2023-10-30 11:35:00,2023-12-07 08:55:00,17,37,2,Regular
3,3756.33,16.92,2119,2022-12-15 15:00:00,2023-09-11 12:45:00,185,269,89,High Value
10,2599.04,40.61,774,2022-12-03 12:57:00,2023-11-11 10:29:00,32,342,28,VIP
1,151.85,30.37,91,2023-04-18 10:35:00,2023-04-18 10:35:00,5,0,235,At Risk
3,705.12,18.08,424,2023-01-26 17:43:00,2023-10-04 10:42:00,39,250,66,Regular
3,1685.46,18.94,1866,2023-02-13 11:36:00,2023-08-01 14:29:00,79,169,129,Regular
1,221.06,13.82,275,2023-10-07 12:49:00,2023-10-07 12:49:00,16,0,63,Regular
2,328.4,17.28,164,2023-10-27 16:31:00,2023-11-16 12:03:00,19,19,23,Regular
10,3641.32,23.19,2245,2022-12-15 12:43:00,2023-12-09 08:59:00,103,358,0,VIP
14,16209.5,200.12,11526,2023-03-23 15:22:00,2023-11-24 10:35:00,38,245,15,VIP
7,1049.06,8.6,556,2022-12-02 12:22:00,2023-11-13 13:27:00,88,346,25,Frequent
6,2461.24,7.48,1697,2023-03-08 12:19:00,2023-11-08 13:19:00,240,245,30,VIP
10,2467.99,6.26,1823,2022-12-06 13:13:00,2023-11-20 14:50:00,268,349,18,VIP
2,640.83,22.89,162,2023-05-18 16:26:00,2023-12-05 08:49:00,26,200,4,Regular
5,1245.9,16.39,591,2023-09-14 09:27:00,2023-12-08 12:57:00,58,85,0,Regular
3,2375.41,27.95,1401,2023-03-02 11:43:00,2023-07-31 12:44:00,75,151,131,High Value
1,90.6,18.12,44,2023-10-05 14:42:00,2023-10-05 14:42:00,5,0,64,Regular
1,39.75,13.25,5,2022-12-03 11:42:00,2022-12-03 11:42:00,3,0,371,At Risk
2,401.9,40.19,354,2022-12-08 09:53:00,2023-01-06 12:37:00,10,29,337,At Risk
34,16594.35,62.38,8975,2022-12-05 11:15:00,2023-12-01 09:03:00,114,360,8,VIP
4,2634.45,22.14,1477,2023-04-06 15:47:00,2023-10-06 14:18:00,114,182,63,High Value
6,400.86,36.44,123,2023-01-13 10:28:00,2023-12-05 12:04:00,8,326,4,Frequent
3,1019.76,19.24,493,2023-04-19 13:03:00,2023-09-01 16:16:00,45,135,98,Regular
1,200.14,18.19,172,2023-10-10 13:34:00,2023-10-10 13:34:00,11,0,59,Regular
2,239.92,10.43,241,2022-12-01 12:38:00,2023-10-13 14:48:00,23,316,56,Regular
4,559.59,6.51,263,2023-04-05 12:30:00,2023-09-19 11:49:00,74,166,81,Regular
2,678.16,5.51,436,2023-04-10 11:35:00,2023-09-04 14:50:00,114,147,95,Regular
1,124.2,24.84,93,2023-12-06 15:32:00,2023-12-06 15:32:00,5,0,2,Regular
51,34684.4,94.0,33704,2022-12-05 15:35:00,2023-11-22 14:00:00,68,351,16,VIP
1,397.12,15.88,232,2023-10-11 12:49:00,2023-10-11 12:49:00,25,0,59,Regular
1,308.58,22.04,66,2023-07-07 16:51:00,2023-07-07 16:51:00,14,0,154,Regular
2,251.21,25.12,161,2023-01-24 10:43:00,2023-06-09 12:02:00,9,136,183,At Risk
1,433.86,4.34,391,2023-11-27 16:27:00,2023-11-27 16:27:00,95,0,11,Regular
3,808.44,4.25,496,2023-03-06 11:55:00,2023-11-13 13:01:00,146,252,25,Regular
1,610.01,14.52,581,2023-07-13 10:43:00,2023-07-13 10:43:00,42,0,149,Regular
1,288.18,20.58,122,2023-08-19 10:56:00,2023-08-19 10:56:00,14,0,112,Regular
1,74.4,12.4,144,2023-09-30 12:03:00,2023-09-30 12:03:00,6,0,70,Regular
1,157.05,5.42,91,2023-10-20 14:33:00,2023-10-20 14:33:00,29,0,49,Regular
26,5625.08,4.45,2865,2022-12-05 12:13:00,2023-11-29 11:32:00,424,358,10,VIP
2,674.52,19.27,320,2023-03-28 13:39:00,2023-06-14 15:45:00,33,78,177,Regular
1,166.2,33.24,84,2023-10-30 15:50:00,2023-10-30 15:50:00,5,0,39,Regular
4,1643.18,34.96,1044,2023-09-22 11:40:00,2023-11-28 15:47:00,35,67,10,Regular
1,76.32,76.32,72,2023-05-06 10:39:00,2023-05-06 10:39:00,1,0,217,At Risk
2,254.1,28.23,84,2022-12-13 09:57:00,2023-08-12 09:37:00,8,241,119,Regular
1,432.2,21.61,184,2023-09-22 14:10:00,2023-09-22 14:10:00,20,0,77,Regular
1,422.7,46.97,82,2022-12-15 12:05:00,2022-12-15 12:05:00,9,0,359,At Risk
5,948.25,33.87,439,2022-12-01 09:00:00,2023-09-05 09:45:00,24,278,95,Regular
8,3603.29,5.24,2204,2023-02-04 11:54:00,2023-11-29 12:09:00,345,298,10,VIP
2,1660.9,87.42,438,2022-12-03 09:49:00,2022-12-16 19:10:00,19,13,357,At Risk
4,450.84,15.55,150,2023-05-04 14:03:00,2023-11-29 11:54:00,28,208,10,Regular
7,1616.8,12.63,401,2023-05-18 15:55:00,2023-12-06 17:26:00,74,202,2,Frequent
1,155.93,12.99,133,2023-01-18 10:28:00,2023-01-18 10:28:00,12,0,325,At Risk
3,745.52,24.85,410,2023-02-25 10:10:00,2023-11-23 15:14:00,28,271,15,Regular
1,311.81,14.17,313,2022-12-01 16:33:00,2022-12-01 16:33:00,22,0,372,At Risk
1,559.61,11.91,551,2023-01-30 14:13:00,2023-01-30 14:13:00,46,0,312,At Risk
1,133.4,33.35,62,2023-11-17 18:43:00,2023-11-17 18:43:00,4,0,21,Regular
4,2020.4,6.6,1180,2023-03-27 12:21:00,2023-11-21 13:36:00,223,239,17,Regular
3,1413.66,15.71,1014,2023-03-28 09:30:00,2023-11-16 10:14:00,80,233,23,Regular
2,947.4,24.93,506,2023-02-28 10:55:00,2023-09-29 15:25:00,35,213,70,Regular
1,311.95,22.28,131,2022-12-10 13:48:00,2022-12-10 13:48:00,14,0,363,At Risk
2,659.41,26.38,287,2023-09-29 15:40:00,2023-11-06 14:47:00,24,37,32,Regular
13,2790.95,3.99,1253,2023-07-19 17:17:00,2023-12-06 11:41:00,209,139,3,VIP
1,121.74,4.51,38,2023-09-08 11:46:00,2023-09-08 11:46:00,27,0,92,Regular
4,1195.9,62.94,310,2022-12-09 12:20:00,2023-12-05 11:05:00,17,360,4,Regular
2,653.3,21.07,438,2023-07-08 12:14:00,2023-07-13 12:53:00,28,5,148,Regular
2,621.75,20.06,491,2023-09-30 10:44:00,2023-11-10 13:18:00,27,41,28,Regular
2,289.78,7.83,73,2023-01-30 11:52:00,2023-02-13 15:02:00,37,14,298,At Risk
1,198.8,5.37,72,2023-11-20 12:34:00,2023-11-20 12:34:00,33,0,19,Regular
5,4708.86,18.18,3069,2023-02-18 10:53:00,2023-11-30 15:43:00,216,285,8,High Value
4,295.0,73.75,76,2023-02-08 15:42:00,2023-07-13 09:44:00,1,154,149,Regular
2,632.4,30.11,272,2022-12-16 18:18:00,2023-04-06 13:23:00,21,110,246,At Risk
19,4521.49,21.43,1969,2022-12-08 09:20:00,2023-12-07 11:12:00,88,364,2,VIP
2,239.76,12.62,408,2023-08-31 11:40:00,2023-12-05 15:59:00,19,96,3,Regular
19,2612.96,30.03,1890,2023-05-10 12:25:00,2023-12-07 09:22:00,18,210,2,VIP
19,33643.08,201.46,18368,2022-12-07 11:26:00,2023-11-28 14:00:00,54,356,10,VIP
6,1611.59,18.52,1012,2023-01-06 16:35:00,2023-10-24 09:46:00,74,290,46,Frequent
1,462.95,20.13,165,2023-02-24 14:15:00,2023-02-24 14:15:00,23,0,287,At Risk
3,931.02,8.95,513,2023-06-12 13:51:00,2023-11-08 12:01:00,86,148,31,Regular
1,676.2,135.24,1500,2023-03-17 15:41:00,2023-03-17 15:41:00,5,0,266,At Risk
7,2638.94,29.0,1116,2022-12-08 16:45:00,2023-11-29 11:34:00,66,355,10,VIP
3,663.81,17.94,219,2023-08-05 12:06:00,2023-12-04 12:02:00,34,120,5,Regular
1,205.7,18.7,110,2023-04-26 09:12:00,2023-04-26 09:12:00,11,0,227,At Risk
1,254.28,3.58,89,2023-09-25 16:05:00,2023-09-25 16:05:00,66,0,74,Regular
6,8438.34,53.07,5557,2023-11-21 14:06:00,2023-11-22 10:44:00,35,0,17,VIP
2,617.05,56.1,219,2023-03-22 13:38:00,2023-06-01 13:32:00,11,70,190,At Risk
22,10611.72,32.06,5301,2022-12-08 09:56:00,2023-12-07 14:54:00,161,364,1,VIP
15,4726.8,18.76,1769,2022-12-01 16:15:00,2023-11-09 15:17:00,186,342,29,VIP
1,380.5,15.85,126,2023-03-09 11:54:00,2023-03-09 11:54:00,24,0,275,At Risk
1,277.07,16.3,121,2023-03-29 12:57:00,2023-03-29 12:57:00,17,0,254,At Risk
1,41.99,14.0,17,2023-12-06 11:00:00,2023-12-06 11:00:00,3,0,3,Regular
1,1141.24,21.13,688,2022-12-21 14:26:00,2022-12-21 14:26:00,54,0,352,At Risk
1,205.3,17.11,37,2023-09-05 11:38:00,2023-09-05 11:38:00,12,0,95,Regular
1,487.02,25.63,256,2023-07-05 09:06:00,2023-07-05 09:06:00,19,0,157,Regular
1,741.26,21.18,512,2023-02-25 12:48:00,2023-02-25 12:48:00,35,0,287,At Risk
3,1179.89,19.03,592,2023-04-14 09:18:00,2023-09-19 10:13:00,51,158,81,Regular
1,135.4,15.04,59,2022-12-12 14:03:00,2022-12-12 14:03:00,9,0,361,At Risk
10,1951.97,7.2,955,2022-12-06 15:25:00,2023-12-05 13:52:00,146,363,3,Frequent
17,6211.66,21.95,4873,2022-12-14 12:11:00,2023-11-16 10:32:00,179,336,23,VIP
1,218.75,6.43,113,2023-11-29 14:53:00,2023-11-29 14:53:00,34,0,9,Regular
15,6419.95,27.44,2896,2022-12-01 10:03:00,2023-11-04 11:55:00,163,338,35,VIP
3,646.83,4.69,258,2023-02-21 17:42:00,2023-11-02 12:04:00,123,253,37,Regular
1,160.19,16.02,229,2023-11-15 13:07:00,2023-11-15 13:07:00,10,0,23,Regular
1,335.32,14.58,262,2023-03-24 14:55:00,2023-03-24 14:56:00,23,0,259,At Risk
2,312.23,8.92,191,2023-02-03 10:26:00,2023-04-14 14:43:00,30,70,238,At Risk
2,3811.95,952.99,1491,2022-12-09 10:44:00,2023-03-04 12:42:00,4,85,280,At Risk
3,869.28,8.52,469,2023-04-04 12:34:00,2023-11-08 10:09:00,93,217,31,Regular
1,185.9,18.59,72,2023-08-16 13:26:00,2023-08-16 13:26:00,10,0,114,Regular
2,1030.4,28.62,1572,2023-01-04 15:43:00,2023-07-06 10:09:00,35,182,156,Regular
1,193.64,11.39,56,2022-12-19 15:07:00,2022-12-19 15:07:00,17,0,354,At Risk
6,621.68,10.91,132,2023-03-01 09:52:00,2023-11-30 16:39:00,46,274,8,Frequent
13,3675.77,25.18,283,2022-12-08 14:38:00,2023-08-11 09:38:00,134,245,120,VIP
1,1031.07,17.78,441,2023-05-11 17:13:00,2023-05-11 17:13:00,53,0,211,At Risk
6,877.56,5.93,416,2023-01-26 14:19:00,2023-09-22 12:24:00,110,238,78,Frequent
1,540.45,30.02,180,2022-12-16 18:20:00,2022-12-16 18:20:00,18,0,357,At Risk
19,13110.02,19.0,8439,2022-12-07 10:32:00,2023-12-07 16:47:00,319,365,1,VIP
2,792.11,15.23,443,2023-02-25 15:35:00,2023-10-26 15:58:00,52,243,43,Regular
2,439.92,17.6,150,2023-09-30 10:52:00,2023-12-08 12:50:00,24,69,1,Regular
8,2097.88,9.58,1985,2023-01-24 11:34:00,2023-12-06 16:21:00,172,316,2,VIP
1,62.64,12.53,88,2023-08-04 16:59:00,2023-08-04 16:59:00,5,0,126,Regular
4,601.27,20.73,282,2022-12-06 15:09:00,2023-07-21 15:23:00,29,227,140,Regular
1,508.46,72.64,84,2023-08-15 12:19:00,2023-08-15 12:19:00,7,0,116,Regular
5,2357.68,42.87,588,2022-12-09 12:49:00,2023-12-01 15:42:00,33,357,7,High Value
2,408.36,6.28,249,2023-03-29 12:31:00,2023-07-28 18:33:00,63,121,133,Regular
4,618.09,7.63,345,2023-02-20 13:13:00,2023-08-28 11:25:00,75,188,103,Regular
3,1067.75,3.67,574,2023-04-19 16:52:00,2023-11-27 16:05:00,243,221,11,Regular
8,1859.31,14.87,1339,2022-12-21 10:54:00,2023-12-09 10:10:00,97,352,0,Frequent
8,6493.54,9.01,3059,2022-12-13 12:57:00,2023-11-22 14:23:00,389,344,16,VIP
5,1098.43,16.15,2571,2023-03-23 17:25:00,2023-11-02 10:26:00,53,223,37,Regular
3,798.74,14.52,590,2023-07-24 13:30:00,2023-11-04 15:51:00,47,103,34,Regular
1,427.7,85.54,96,2023-10-21 10:51:00,2023-10-21 10:51:00,5,0,49,Regular
9,3385.62,16.44,1768,2022-12-08 10:39:00,2023-10-12 10:51:00,155,308,58,VIP
14,4416.26,24.13,2135,2022-12-02 11:22:00,2023-11-15 14:15:00,137,348,23,VIP
1,314.22,52.37,90,2023-04-28 13:33:00,2023-04-28 13:33:00,6,0,224,At Risk
1,382.5,25.5,150,2023-01-31 09:41:00,2023-01-31 09:41:00,15,0,312,At Risk
1,189.9,18.99,91,2023-02-25 13:51:00,2023-02-25 13:51:00,10,0,286,At Risk
27,3787.6,38.65,1892,2022-12-05 11:38:00,2023-11-29 12:45:00,57,359,10,VIP
6,1607.06,15.02,928,2022-12-01 12:50:00,2023-06-07 10:42:00,72,187,185,At Risk
3,1314.45,41.08,369,2023-04-28 12:22:00,2023-08-24 15:51:00,29,118,106,Regular
1,348.15,19.34,222,2023-05-11 14:12:00,2023-05-11 14:12:00,18,0,211,At Risk
1,363.65,8.66,235,2023-09-23 15:50:00,2023-09-23 15:50:00,41,0,76,Regular
2,490.86,32.72,310,2022-12-02 18:49:00,2023-09-20 09:13:00,15,291,80,Regular
2,383.75,6.4,226,2022-12-15 17:28:00,2023-08-25 19:39:00,52,253,105,Regular
3,630.84,21.75,414,2022-12-13 12:10:00,2023-04-17 11:44:00,27,124,236,At Risk
1,254.03,19.54,118,2022-12-09 10:55:00,2022-12-09 10:55:00,13,0,365,At Risk
1,214.32,19.48,135,2023-10-20 13:55:00,2023-10-20 13:55:00,11,0,49,Regular
5,1870.97,21.26,787,2023-05-19 08:55:00,2023-11-23 13:15:00,61,188,15,Regular
1,162.22,5.41,66,2023-11-11 15:28:00,2023-11-11 15:28:00,29,0,27,Regular
13,4051.48,22.26,4507,2022-12-15 09:07:00,2023-12-05 13:30:00,113,355,3,VIP
8,1980.56,19.04,806,2023-02-04 12:18:00,2023-10-21 10:03:00,95,258,49,Frequent
4,3590.41,19.2,3150,2023-09-22 13:31:00,2023-12-08 15:03:00,135,77,0,High Value
5,2188.05,18.7,1205,2023-04-19 08:55:00,2023-11-10 12:45:00,79,205,29,High Value
3,557.94,3.53,407,2023-10-06 18:08:00,2023-11-04 16:35:00,132,28,34,Regular
6,3789.52,14.69,2363,2023-01-12 10:16:00,2023-11-22 11:25:00,208,314,17,VIP
8,1657.28,17.09,891,2022-12-05 15:15:00,2023-11-24 15:32:00,63,354,14,Frequent
1,204.24,29.18,76,2023-10-17 13:25:00,2023-10-17 13:25:00,7,0,52,Regular
4,1006.8,15.03,1390,2023-09-25 15:59:00,2023-11-29 09:10:00,55,64,10,Regular
2,268.05,4.87,129,2023-09-11 11:29:00,2023-11-17 19:48:00,52,67,21,Regular
25,4748.52,19.79,719,2022-12-02 13:08:00,2023-11-29 10:56:00,112,361,10,VIP
1,141.92,6.17,102,2023-02-08 10:32:00,2023-02-08 10:32:00,23,0,304,At Risk
1,77.3,25.77,20,2023-03-23 12:44:00,2023-03-23 12:44:00,3,0,261,At Risk
2,461.19,10.73,193,2023-02-25 11:56:00,2023-11-28 10:31:00,43,275,11,Regular
2,558.7,19.95,219,2023-05-26 12:00:00,2023-09-27 12:03:00,27,124,73,Regular
3,1247.69,21.15,817,2023-06-29 10:18:00,2023-11-01 15:53:00,49,125,37,Regular
1,1033.34,25.83,800,2023-09-26 13:36:00,2023-09-26 13:36:00,39,0,73,Regular
12,4331.79,11.31,3644,2022-12-05 11:10:00,2023-10-23 12:46:00,246,322,47,VIP
26,12627.94,35.27,5630,2022-12-08 09:07:00,2023-12-06 15:36:00,95,363,2,VIP
2,225.85,17.37,162,2023-10-11 14:39:00,2023-10-13 13:44:00,13,1,56,Regular
3,700.63,16.29,422,2023-04-20 10:04:00,2023-10-17 12:33:00,40,180,53,Regular
2,523.11,15.85,142,2023-01-28 15:29:00,2023-11-25 14:24:00,29,300,13,Regular
3,734.37,4.71,387,2022-12-01 13:17:00,2023-12-07 14:43:00,133,371,1,Regular
1,81.57,20.39,55,2023-10-14 13:49:00,2023-10-14 13:49:00,4,0,55,Regular
8,1702.26,16.53,781,2023-03-20 14:38:00,2023-10-05 12:09:00,69,198,65,Frequent
3,572.45,21.2,165,2023-01-26 09:27:00,2023-09-26 17:01:00,25,243,73,Regular
2,126.25,18.04,27,2023-03-04 13:27:00,2023-11-18 09:42:00,5,258,21,Regular
6,2965.69,21.81,1396,2023-01-10 13:20:00,2023-10-21 10:55:00,128,283,49,VIP
1,122.7,17.53,36,2023-10-07 10:22:00,2023-10-07 10:22:00,7,0,63,Regular
8,2552.21,15.75,1731,2022-12-16 17:37:00,2023-11-23 10:01:00,98,341,16,VIP
3,840.21,33.61,463,2023-07-15 10:33:00,2023-11-17 11:54:00,22,125,22,Regular
